playerID,yearID,teamID,AB,H,BB,HBP,SF
guilllu01,2021,NYN,132,35,23,0,0
guilmpr01,2021,MIA,0,0,0,0,0
gurrilo01,2021,TOR,500,138,32,2,6
gushuta01,2021,CHN,4,0,0,0,0
gustaja01,2021,MIL,2,0,0,0,0
gutieke01,2021,KCA,135,29,6,1,0
gutieke01,2021,BAL,137,34,13,3,0
gutievl01,2021,CIN,33,3,2,0,0
guzmajo04,2021,MIA,0,0,0,0,0
guzmaro01,2021,TEX,16,1,1,0,0
haaseer01,2021,DET,351,81,26,2,2
haderjo01,2021,MIL,0,0,0,0,0
hagerja01,2021,NYN,8,1,0,0,0
hagerja01,2021,ARI,18,2,4,0,0
haggesa01,2021,SEA,86,16,6,1,0
hahnje01,2021,KCA,0,0,0,0,0
haleda02,2021,PHI,0,0,0,0,0
hamilbi02,2021,CHA,127,28,4,0,1
hammejd01,2021,PHI,1,0,0,0,0
hampsga01,2021,COL,453,106,33,3,2
handbr01,2021,WAS,0,0,0,0,0
handbr01,2021,TOR,0,0,0,0,0
handbr01,2021,NYN,0,0,0,0,0
hanhoer01,2021,BAL,0,0,0,0,0
hanigmi01,2021,SEA,620,157,54,9,8
happia01,2021,CHN,465,105,62,5,1
happja01,2021,MIN,0,0,0,0,0
happja01,2021,SLN,14,0,1,0,0
hardybl01,2021,MIL,0,0,0,0,0
harpebr03,2021,PHI,488,151,100,5,4
harpery01,2021,WAS,1,0,0,0,0
harrijo05,2021,WAS,320,94,25,12,1
harrijo05,2021,OAK,185,47,6,6,2
harrimo01,2021,MIA,10,2,0,0,0
harriwi02,2021,WAS,0,0,0,0,0
hartlge01,2021,PIT,0,0,0,0,0
hartlge01,2021,NYN,0,0,0,0,0
hartmry01,2021,HOU,0,0,0,0,0
harvehu01,2021,BAL,0,0,0,0,0
harvema01,2021,BAL,5,0,0,0,0
haselad01,2021,PHI,21,4,0,0,0
hatchto01,2021,TOR,0,0,0,0,0
hayeske01,2021,PIT,362,93,31,1,2
haysau01,2021,BAL,488,125,28,9,1
headlo01,2021,TBA,0,0,0,0,0
heanean01,2021,LAA,2,1,1,0,0
heanean01,2021,NYA,1,0,0,0,0
hearnta01,2021,TEX,0,0,0,0,0
heasljo01,2021,KCA,0,0,0,0,0
heathni01,2021,ARI,35,5,4,0,0
hedgeau01,2021,CLE,286,51,15,1,3
heimjo01,2021,TEX,265,52,15,1,3
heinesc01,2021,CIN,30,3,3,1,0
helslry01,2021,SLN,0,0,0,0,0
hembrhe01,2021,NYN,0,0,0,0,0
hembrhe01,2021,CIN,1,0,0,0,0
hendrky01,2021,CHN,52,6,2,0,0
hendrli01,2021,CHA,0,0,0,0,0
hendrry01,2021,CIN,1,0,0,0,0
henrypa01,2021,MIA,15,4,1,0,0
hentgsa01,2021,CLE,1,0,0,0,0
heredgu01,2021,ATL,305,67,32,9,1
hergeji01,2021,TEX,0,0,0,0,0
hergeji01,2021,LAA,0,0,0,0,0
hermomi01,2021,CHN,36,7,1,1,0
hernaca04,2021,KCA,4,0,0,0,0
hernace02,2021,CLE,376,87,38,4,2
hernace02,2021,CHA,194,45,21,1,1
hernada02,2021,BOS,0,0,0,0,0
hernael01,2021,MIA,14,1,0,0,0
hernaen02,2021,BOS,508,127,61,9,7
hernate01,2021,TOR,550,163,36,7,2
hernaya01,2021,WAS,264,72,22,1,2
hernayo02,2021,TEX,143,31,17,4,1
herreod01,2021,PHI,450,117,29,6,5
hessda01,2021,MIA,4,0,0,0,0
hessda01,2021,TBA,0,0,0,0,0
heuerco01,2021,CHA,0,0,0,0,0
heuerco01,2021,CHN,0,0,0,0,0
heywaja01,2021,CHN,323,69,27,3,0
hicksaa01,2021,NYA,108,21,14,2,2
hicksjo02,2021,TEX,31,8,0,0,0
hicksjo03,2021,SLN,0,0,0,0,0
higasky01,2021,NYA,193,35,17,0,1
higgipj01,2021,CHN,23,1,2,0,0
hildetr01,2021,NYN,0,0,0,0,0
hillde01,2021,DET,139,36,10,1,0
hillisa01,2021,COL,214,46,23,1,0
hillri01,2021,TBA,4,1,0,0,0
hillri01,2021,NYN,20,2,0,0,0
hillti01,2021,SDN,0,0,0,0,0
hiurake01,2021,MIL,173,29,14,7,1
hoernni01,2021,CHN,149,45,17,3,1
hoffmje02,2021,CIN,15,2,0,0,0
holadbr01,2021,ARI,31,6,1,2,0
hollade01,2021,DET,0,0,0,0,0
hollagr01,2021,KCA,0,0,0,0,0
hollojo01,2021,MIA,10,1,0,0,0
holmecl01,2021,PIT,1,0,0,0,0
holmecl01,2021,NYA,0,0,0,0,0
holtbr01,2021,TEX,235,49,23,1,1
honeybr01,2021,TBA,0,0,0,0,0
hoskirh01,2021,PHI,389,96,47,5,2
hosmeer01,2021,SDN,509,137,48,5,2
houckta01,2021,BOS,1,0,0,0,0
housead01,2021,MIL,42,3,2,0,0
howarsa01,2021,PIT,0,0,0,0,0
howarsp01,2021,PHI,6,2,0,0,0
howarsp01,2021,TEX,0,0,0,0,0
hoyinja01,2021,TOR,3,0,0,0,0
hoytja01,2021,LAA,0,0,0,0,0
hudsoda01,2021,WAS,0,0,0,0,0
hudsoda01,2021,SDN,0,0,0,0,0
hudsoda02,2021,SLN,3,1,1,0,0
hunteto02,2021,NYN,1,1,0,0,0
hurstsc01,2021,SLN,5,0,0,0,0
hutchdr01,2021,DET,1,0,0,0,0
ibanean01,2021,TEX,253,70,15,2,1
iglesjo01,2021,LAA,424,110,18,4,1
iglesjo01,2021,BOS,59,21,3,2,0
iglesra01,2021,LAA,0,0,0,0,0
inciaen01,2021,ATL,79,17,7,0,1
indiajo01,2021,CIN,532,143,71,23,4
irvinco01,2021,OAK,5,1,0,0,0
isbelky01,2021,KCA,76,21,7,0,0
iveyty01,2021,HOU,0,0,0,0,0
jacksal02,2021,ATL,23,1,2,3,0
jacksal02,2021,MIA,108,17,11,4,0
jacksan01,2021,LAN,4,0,0,0,0
jacksja01,2021,SFN,1,0,0,0,0
jackslu01,2021,ATL,0,0,0,0,0
jamesjo02,2021,HOU,0,0,0,0,0
jankotr01,2021,PHI,131,33,22,1,0
jannimi01,2021,BAL,0,0,0,0,0
janseda01,2021,TOR,184,41,17,3,0
janseke01,2021,LAN,1,0,0,0,0
javiecr01,2021,HOU,0,0,0,0,0
jaxgr01,2021,MIN,3,0,0,0,0
jayjo02,2021,LAA,14,5,0,0,0
jeffeda01,2021,OAK,0,0,0,0,0
jeffery01,2021,MIN,267,53,22,4,0
jewelja01,2021,CHN,1,0,0,0,0
jimenel02,2021,CHA,213,53,16,1,1
jimenjo02,2021,DET,0,0,0,0,0
joeco01,2021,COL,179,51,26,3,3
johnsda07,2021,CLE,77,17,4,0,0
johnsdj01,2021,CLE,0,0,0,0,0
johnsdj01,2021,TBA,0,0,0,0,0
johnspi01,2021,SDN,0,0,0,0,0
jonesda07,2021,PHI,0,0,0,0,0
jonesja07,2021,DET,100,17,5,0,0
jonesja08,2021,BAL,67,10,4,1,0
jonesna01,2021,ATL,0,0,0,0,0
jonesna01,2021,LAN,1,0,0,0,0
jonesta01,2021,HOU,102,25,4,0,2
joycema01,2021,PHI,55,5,12,1,1
judgeaa01,2021,NYA,550,158,75,3,5
junisja01,2021,KCA,1,0,0,0,0
junkja01,2021,LAA,0,0,0,0,0
kaprija01,2021,OAK,3,1,0,0,0
karinja01,2021,CLE,0,0,0,0,0
kayan01,2021,TOR,0,0,0,0,0
kazmase01,2021,ATL,2,0,0,0,0
kazmisc01,2021,SFN,3,0,0,0,0
kelake01,2021,SDN,0,0,0,0,0
kelenja01,2021,SEA,337,61,36,3,1
kellebr01,2021,KCA,5,0,0,0,0
kelleky01,2021,PIT,0,0,0,0,0
kellemi03,2021,PIT,28,3,2,0,0
kellyca02,2021,ARI,304,73,44,6,5
kellyjo05,2021,LAN,3,0,0,0,0
kellyme01,2021,ARI,47,3,4,0,0
kempto01,2021,OAK,330,92,52,6,5
kenneia01,2021,TEX,0,0,0,0,0
kenneia01,2021,PHI,0,0,0,0,0
keplema01,2021,MIN,426,90,54,6,4
kershcl01,2021,LAN,36,8,1,0,0
keuchda01,2021,CHA,2,0,0,0,0
kickhmi01,2021,LAN,0,0,0,0,0
kieboca01,2021,WAS,217,45,25,5,2
kiermke01,2021,TBA,348,90,33,5,4
kikucyu01,2021,SEA,2,0,0,0,0
kimbrcr01,2021,CHN,1,0,0,0,0
kimbrcr01,2021,CHA,0,0,0,0,0
kimha01,2021,SDN,267,54,22,4,3
kimkw01,2021,SLN,26,3,0,1,0
kineris01,2021,TEX,635,172,28,11,2
kingesc01,2021,PHI,19,1,0,0,0
kingjo01,2021,TEX,1,0,0,0,0
kingmi01,2021,NYA,0,0,0,0,0
kinlety01,2021,COL,0,0,0,0,0
kintzbr01,2021,PHI,0,0,0,0,0
kirilal01,2021,MIN,215,54,14,1,1
kirkal01,2021,TOR,165,40,19,3,2
kittran01,2021,TBA,0,0,0,0,0
kivlepa01,2021,SDN,4,1,2,1,1
kloboga01,2021,WAS,0,0,0,0,0
klubeco01,2021,NYA,2,0,0,0,0
knappan01,2021,PHI,145,22,10,2,1
knebeco01,2021,LAN,2,0,0,0,0
knehrre01,2021,SDN,8,0,0,0,0
knighdu01,2021,BAL,0,0,0,0,0
kniznan01,2021,SLN,161,28,20,4,0
koernbr01,2021,NYA,0,0,0,0,0
kolarad01,2021,OAK,0,0,0,0,0
kopecmi01,2021,CHA,1,0,0,0,0
kowarja01,2021,KCA,0,0,0,0,0
kozmape01,2021,OAK,11,1,1,0,0
kranima01,2021,PIT,12,0,0,0,0
krehbjo01,2021,TBA,0,0,0,0,0
krehbjo01,2021,BAL,0,0,0,0,0
kremede01,2021,BAL,0,0,0,0,0
kriskbr01,2021,NYA,0,0,0,0,0
kriskbr01,2021,BAL,0,0,0,0,0
krolia01,2021,DET,0,0,0,0,0
krugeja01,2021,LAA,0,0,0,0,0
kuhlch01,2021,PIT,21,1,1,0,0
ladenty01,2021,CHN,1,0,0,0,0
lagarju01,2021,LAA,309,73,12,1,1
lailbr01,2021,SEA,0,0,0,0,0
lakintr01,2021,BAL,0,0,0,0,0
lamarry01,2021,NYA,21,4,2,1,0
lambeji01,2021,CHA,0,0,0,0,0
lambepe01,2021,COL,2,0,0,0,0
lambja01,2021,CHA,113,24,17,1,0
lambja01,2021,TOR,31,4,5,1,2
lametdi01,2021,SDN,6,0,1,0,0
langeal01,2021,DET,0,0,0,0,0
larnatr01,2021,MIN,260,58,31,8,2
lasteto01,2021,SFN,220,55,18,1,1
latzja01,2021,TEX,0,0,0,0,0
lauerer01,2021,MIL,26,4,3,1,1
laurera01,2021,OAK,341,84,27,9,1
lavarry01,2021,CLE,28,7,1,0,0
lawde01,2021,MIN,0,0,0,0,0
lawreju01,2021,COL,0,0,0,0,0
leblawa01,2021,BAL,0,0,0,0,0
leblawa01,2021,SLN,11,0,0,0,0
leedy01,2021,ATL,0,0,0,0,0
leekh01,2021,NYN,18,1,0,0,0
lemahdj01,2021,NYA,597,160,73,4,5
leonedo01,2021,SFN,0,0,0,0,0
leonsa01,2021,MIA,202,37,12,3,2
lestejo01,2021,WAS,28,5,0,0,0
lestejo01,2021,SLN,20,3,2,0,0
lewisky01,2021,SEA,130,32,16,1,0
leybado01,2021,ARI,22,0,2,0,0
leybado01,2021,BAL,65,10,6,1,0
lindbjo01,2021,MIL,1,0,0,0,0
lindofr01,2021,NYN,452,104,58,5,3
lintz01,2021,MIN,0,0,0,0,0
litteza01,2021,SFN,4,1,0,0,0
llovema01,2021,PHI,0,0,0,0,0
loaisjo01,2021,NYA,0,0,0,0,0
lobatjo01,2021,CHN,11,0,2,0,0
lobstky01,2021,WAS,0,0,0,0,0
locasti01,2021,ARI,118,21,6,9,0
locasti01,2021,NYA,21,4,1,0,1
longoev01,2021,SFN,253,66,35,1,2
longsa01,2021,SFN,10,1,0,0,0
longsh01,2021,SEA,111,22,9,0,0
lopesti01,2021,MIL,10,1,1,0,0
lopezal03,2021,CIN,23,6,0,0,0
lopezja03,2021,BOS,13,2,1,0,0
lopezjo02,2021,BAL,2,0,0,0,0
lopezni01,2021,KCA,497,149,49,4,3
lopezot01,2021,TOR,1,0,0,0,0
lopezpa01,2021,MIA,33,2,0,0,0
lopezre01,2021,CHA,0,0,0,0,0
lopezyo01,2021,ARI,0,0,0,0,0
lorenmi01,2021,CIN,1,0,0,0,0
loupaa01,2021,NYN,0,0,0,0,0
lovelri01,2021,KCA,0,0,0,0,0
lowebr01,2021,TBA,535,132,68,9,3
lowejo01,2021,TBA,1,1,1,0,0
lowena01,2021,TEX,557,147,80,2,3
lowrije01,2021,OAK,457,112,49,2,4
lowthza01,2021,BAL,0,0,0,0,0
lucchjo01,2021,NYN,10,0,1,0,0
lucrojo01,2021,WAS,14,5,0,0,0
lucrojo01,2021,ATL,5,1,3,0,0
luetglu01,2021,NYA,0,0,0,0,0
lugose01,2021,NYN,1,0,0,0,0
luplojo01,2021,CLE,98,17,21,2,0
luplojo01,2021,TBA,65,16,7,0,0
luxga01,2021,LAN,335,81,41,3,2
luzarje01,2021,OAK,1,0,0,0,0
luzarje01,2021,MIA,14,0,4,0,0
lylesjo01,2021,TEX,6,0,0,0,0
lynchda02,2021,KCA,0,0,0,0,0
lynnla01,2021,CHA,5,1,0,0,0
machaan02,2021,WAS,0,0,0,0,0
machama01,2021,SDN,564,157,63,2,11
machivi01,2021,OAK,32,4,3,0,0
maderlu01,2021,MIA,1,0,0,0,0
madrini01,2021,CHA,200,61,11,3,1
maedake01,2021,MIN,3,1,0,0,0
mahlety01,2021,CIN,55,3,4,0,0
mailelu01,2021,MIL,30,9,3,1,0
maldoma01,2021,HOU,373,64,47,5,1
manaese01,2021,OAK,4,2,0,0,0
mancitr01,2021,BAL,556,142,51,8,1
mannima01,2021,DET,1,0,0,0,0
manoaal01,2021,TOR,1,0,0,0,0
mantijo01,2021,ARI,0,0,0,0,0
mapledi01,2021,CHN,0,0,0,0,0
marcatu01,2021,SDN,44,8,6,0,0
marchra01,2021,PHI,52,12,4,0,0
margeni01,2021,SEA,0,0,0,0,0
margoma01,2021,TBA,421,107,37,1,4
marisja01,2021,CHN,128,29,9,4,2
marisja01,2021,SDN,48,9,2,3,0
marmojo01,2021,SEA,106,17,15,0,1
marquge01,2021,COL,53,14,0,0,0
marrede01,2021,MIA,16,3,3,0,0
marshbr02,2021,LAA,236,60,20,2,1
marshev01,2021,CHA,0,0,0,0,0
martejo01,2021,LAA,0,0,0,0,0
marteke01,2021,ARI,340,108,31,2,1
martelu02,2021,MIA,6,1,1,0,0
martest01,2021,MIA,233,71,32,8,1
martest01,2021,OAK,234,74,11,5,1
martibr01,2021,TEX,0,0,0,0,0
martica04,2021,SLN,24,2,0,0,0
martich02,2021,ATL,0,0,0,0,0
martico02,2021,ARI,4,1,0,0,0
martija03,2021,TEX,144,30,8,0,1
martijd02,2021,BOS,570,163,55,3,5
martini02,2021,CHN,37,10,6,0,2
martiri01,2021,BAL,98,23,4,1,1
martise01,2021,HOU,0,0,0,0,0
mateojo01,2021,SDN,87,18,2,3,0
mateojo01,2021,BAL,107,30,7,1,1
mathije01,2021,ATL,9,0,0,0,0
mathiwy01,2021,ARI,42,5,5,3,1
matonni01,2021,PHI,117,30,10,2,1
matonph01,2021,CLE,1,0,0,0,0
matonph01,2021,HOU,0,0,0,0,0
mattsis01,2021,BAL,0,0,0,0,0
matzety01,2021,ATL,0,0,0,0,0
matzst01,2021,TOR,2,0,0,0,0
maybica01,2021,NYN,28,1,3,2,0
maydu01,2021,LAN,3,0,0,0,0
mayermi01,2021,LAA,0,0,0,0,0
mayfija01,2021,LAA,232,52,16,3,1
mayfija01,2021,SEA,34,6,1,0,0
maytr01,2021,NYN,0,0,0,0,0
mayzati01,2021,TOR,0,0,0,0,0
mazarno01,2021,DET,165,35,15,0,1
mazeipa01,2021,NYN,79,15,4,3,1
mazzach01,2021,TBA,0,0,0,0,0
mcbrory01,2021,KCA,8,2,1,0,0
mccanja02,2021,NYN,375,87,32,2,3
mccarja02,2021,ARI,59,13,8,2,0
mccauda01,2021,SEA,2,0,0,0,0
mcclash01,2021,TBA,0,0,0,0,0
mccorch01,2021,HOU,284,73,25,4,7
mcculla02,2021,HOU,4,0,0,0,0
mccutan01,2021,PHI,482,107,81,4,7
mcfartj01,2021,SLN,0,0,0,0,0
mcgeeja01,2021,SFN,0,0,0,0,0
mcgowky01,2021,WAS,1,0,0,0,0
mcguire01,2021,TOR,198,50,15,2,1
mchugco01,2021,TBA,0,0,0,0,0
mckenry01,2021,BAL,169,31,24,2,0
mckentr01,2021,CLE,2,1,0,0,0
mckinbi01,2021,MIL,92,19,7,0,1
mckinbi01,2021,NYN,91,20,11,0,0
mckinbi01,2021,LAN,82,12,14,1,1
mckinza01,2021,LAN,158,34,10,1,2
mcmahry01,2021,COL,528,134,59,4,5
mcneije01,2021,NYN,386,97,29,10,1
mcraeal01,2021,CHA,0,0,0,0,0
meadoau01,2021,TBA,518,121,59,6,8
meansjo01,2021,BAL,5,1,0,0,0
mearsni01,2021,PIT,1,0,0,0,0
medinad01,2021,PHI,1,0,0,0,0
megiltr01,2021,CHN,0,0,0,0,0
megilty01,2021,NYN,28,6,1,0,0
meisiry01,2021,CHN,0,0,0,0,0
mejiafr01,2021,TBA,250,65,17,7,2
mejiahu01,2021,ARI,7,1,0,0,0
mejiaje02,2021,CLE,1,0,0,0,0
melanma01,2021,SDN,0,0,0,0,0
mellake01,2021,ARI,0,0,0,0,0
mendida01,2021,CHA,164,36,18,2,1
menezco01,2021,SFN,0,0,0,0,0
mercaos01,2021,CLE,214,48,21,2,0
mercejo03,2021,WAS,118,30,9,0,0
merceye01,2021,CHA,240,65,20,1,1
merriwh01,2021,KCA,664,184,40,4,12
merryju01,2021,TOR,0,0,0,0,0
meyerja02,2021,HOU,146,38,10,4,1
middlke01,2021,SEA,0,0,0,0,0
mikolmi01,2021,SLN,8,0,1,0,0
mileywa01,2021,CIN,54,10,3,0,0
millean01,2021,SLN,0,0,0,0,0
millebr02,2021,PHI,331,75,45,1,0
millebr03,2021,MIA,11,3,0,0,0
milleju02,2021,WAS,0,0,0,0,0
milleju02,2021,SLN,0,0,0,0,0
milleow01,2021,CLE,191,39,9,1,1
millesh01,2021,CHN,0,0,0,0,0
millesh01,2021,PIT,1,0,0,0,0
millsal02,2021,CHN,32,1,0,0,0
millswy01,2021,SEA,0,0,0,0,0
milneho01,2021,MIL,1,0,1,0,0
milonto01,2021,TOR,0,0,0,0,0
minayju01,2021,MIN,0,0,0,0,0
minormi01,2021,KCA,7,0,0,0,0
minteaj01,2021,ATL,1,0,0,0,0
misiean01,2021,SEA,0,0,0,0,0
mitchbr01,2021,MIA,0,0,0,0,0
mizeca01,2021,DET,2,0,1,0,0
molinya01,2021,SLN,440,111,24,5,3
mollsa01,2021,OAK,0,0,0,0,0
moncayo01,2021,CHA,520,137,84,10,2
mondera02,2021,KCA,126,29,6,1,0
moniami01,2021,PHI,33,3,3,0,0
montafr01,2021,OAK,4,0,0,0,0
montera01,2021,SEA,0,0,0,0,0
montera01,2021,HOU,0,0,0,0,0
montgjo01,2021,NYA,4,0,0,0,0
mooredy01,2021,SEA,332,60,40,4,1
moorema02,2021,PHI,19,0,0,0,0
moranco01,2021,PIT,318,82,36,2,3
moranjo01,2021,MIN,0,0,0,0,0
morejad01,2021,SDN,1,0,0,0,0
morelmi01,2021,OAK,229,52,18,2,3
moretda01,2021,CIN,0,0,0,0,0
morgaad01,2021,CHN,0,0,0,0,0
morgael01,2021,CLE,2,0,0,0,0
morimsh01,2021,MIA,2,0,0,0,0
morofma01,2021,SLN,16,1,0,0,0
moronre01,2021,SFN,0,0,0,0,0
mortoch02,2021,ATL,55,7,0,0,0
motteta01,2021,COL,20,3,2,0,0
motteta01,2021,BOS,6,2,1,0,0
mountry01,2021,BAL,534,136,41,4,7
moustmi01,2021,CIN,183,38,18,2,3
mulleky01,2021,ATL,11,1,1,0,0
mullice01,2021,BAL,602,175,59,8,4
muncyma01,2021,LAN,497,124,83,11,1
munozan01,2021,SEA,0,0,0,0,0
munozya01,2021,BOS,11,1,0,0,0
murphpa02,2021,TOR,0,0,0,0,0
murphpa02,2021,WAS,1,0,0,0,0
murphse01,2021,OAK,393,85,40,12,3
murphto04,2021,SEA,277,56,40,2,3
musgrjo01,2021,SDN,51,7,1,0,1
myerswi01,2021,SDN,442,113,54,0,4
nanceto01,2021,CHN,2,0,0,0,0
naquity01,2021,CIN,411,111,35,5,3
narvaom01,2021,MIL,391,104,41,7,6
naughpa01,2021,LAA,1,0,0,0,0
naylojo01,2021,CLE,233,59,14,2,0
neideni01,2021,MIA,11,0,1,0,0
nelsoji02,2021,LAN,3,0,0,0,0
nelsoky01,2021,CLE,0,0,0,0,0
nelsoni01,2021,NYA,0,0,0,0,0
nerishe01,2021,PHI,1,0,0,0,0
neusesh01,2021,LAN,65,11,1,0,0
nevinty01,2021,BAL,14,4,4,0,0
newbeja01,2021,KCA,0,0,0,0,0
newcose01,2021,ATL,1,0,0,0,0
newmake01,2021,PIT,517,117,27,1,3
newsolj01,2021,SEA,0,0,0,0,0
nidoto01,2021,NYN,153,34,5,3,0
nimmobr01,2021,NYN,325,95,54,5,0
nittovi01,2021,SEA,0,0,0,0,0
nogosst01,2021,NYN,1,0,0,0,0
nogowjo01,2021,SLN,18,1,1,1,0
nogowjo01,2021,PIT,111,29,11,0,1
nolaaa01,2021,PHI,49,7,6,0,1
nolaau01,2021,SDN,173,47,14,5,2
nolinse01,2021,WAS,5,0,0,0,0
nootbla01,2021,SLN,109,26,13,0,1
norrida01,2021,DET,0,0,0,0,0
norrida01,2021,MIL,2,0,0,0,0
northaa01,2021,SDN,0,0,0,0,0
norwoja01,2021,SDN,0,0,0,0,0
nottija01,2021,MIL,14,3,0,0,0
nottija01,2021,SEA,26,3,2,2,1
nunezda01,2021,LAN,0,0,0,0,0
nunezdo01,2021,COL,228,43,34,0,1
nunezre01,2021,DET,53,10,1,1,0
oberba01,2021,MIN,2,1,0,0,0
obrieri01,2021,CIN,0,0,0,0,0
odayda01,2021,NYA,0,0,0,0,0
odomjo01,2021,TBA,2,0,0,0,0
odorija01,2021,HOU,1,0,0,0,0
odorro01,2021,NYA,322,65,27,11,0
ogradbr01,2021,SDN,51,8,8,0,1
ohearry01,2021,KCA,236,53,13,2,3
ohtansh01,2021,LAA,537,138,96,4,2
okertst01,2021,MIA,2,0,0,0,0
olivaed02,2021,KCA,101,24,5,3,1
olivaja01,2021,PIT,40,7,3,0,0
olsonma02,2021,OAK,565,153,88,9,11
oneilty01,2021,SLN,482,138,38,13,4
ortegol01,2021,LAA,0,0,0,0,0
ortegra01,2021,CHN,296,86,30,2,0
ortka01,2021,BOS,0,0,0,0,0
osichjo01,2021,CIN,0,0,0,0,0
oswalco01,2021,NYN,0,0,0,0,0
ottavad01,2021,BOS,0,0,0,0,0
ottogl01,2021,TEX,0,0,0,0,0
overtco01,2021,TOR,0,0,0,0,0
overtco01,2021,PIT,1,1,0,0,0
oviedjo01,2021,SLN,20,3,2,0,0
oviedlu01,2021,PIT,0,0,0,0,0
owenhu01,2021,PIT,4,0,0,1,0
owingch01,2021,COL,43,14,7,0,0
ozunama01,2021,ATL,188,40,19,1,0
pachecr01,2021,ATL,63,7,2,1,0
paddach01,2021,SDN,35,1,1,1,0
padloke01,2021,TBA,12,1,2,0,0
padloke01,2021,SEA,1,0,0,0,0
paganem01,2021,SDN,2,0,0,0,0
palacjo01,2021,TOR,35,7,3,2,1
panikjo01,2021,TOR,114,28,8,0,1
panikjo01,2021,MIA,122,21,9,2,0
pareden01,2021,HOU,0,0,0,0,0
paredis01,2021,DET,72,15,10,1,2
parkebl01,2021,CLE,0,0,0,0,0
parkho01,2021,NYA,1,0,0,0,0
parkho01,2021,PIT,127,25,18,1,1
parrage01,2021,WAS,97,23,6,2,1
patinlu01,2021,TBA,0,0,0,0,0
pattosp01,2021,TEX,0,0,0,0,0
paulida01,2021,PHI,0,0,0,0,0
paxtoja01,2021,SEA,0,0,0,0,0
payamjo01,2021,TOR,0,0,0,0,0
payamjo01,2021,KCA,0,0,0,0,0
paynety01,2021,CHN,2,0,0,0,0
paytoma01,2021,CIN,22,4,2,0,0
peacobr01,2021,BOS,0,0,0,0,0
peacoma01,2021,ARI,16,4,1,0,0
pearsna01,2021,TOR,0,0,0,0,0
pederjo01,2021,CHN,256,59,22,5,4
pederjo01,2021,ATL,173,43,17,3,1
pegueel01,2021,LAA,0,0,0,0,0
penafe01,2021,LAA,0,0,0,0,0
peralda01,2021,ARI,487,126,46,3,2
peralfr01,2021,MIL,43,4,1,0,0
peralwa01,2021,SFN,0,0,0,0,0
peralwa01,2021,NYA,0,0,0,0,0
peralwi01,2021,DET,1,0,1,0,0
perazjo01,2021,NYN,142,29,9,3,0
perdoan01,2021,MIL,0,0,0,0,0
perdoge01,2021,ARI,31,8,6,0,0
perezci01,2021,CIN,2,0,0,0,0
perezfr01,2021,CLE,0,0,0,0,0
perezhe01,2021,WAS,19,1,2,0,0
perezma02,2021,BOS,3,0,0,0,0
perezmi03,2021,PIT,210,30,19,2,0
perezol01,2021,CLE,0,0,0,0,0
perezro02,2021,CLE,141,21,17,1,0
perezsa02,2021,KCA,620,169,28,13,4
peterda01,2021,NYN,16,1,0,1,0
peterdi01,2021,PIT,5,0,1,0,0
peterdj01,2021,LAN,26,5,8,0,0
peterdj01,2021,TEX,197,39,4,2,3
peterja01,2021,MIL,259,64,38,3,2
petityu01,2021,OAK,0,0,0,0,0
petrija01,2021,LAA,0,0,0,0,0
phamth01,2021,SDN,475,109,78,4,4
phelpda01,2021,TOR,0,0,0,0,0
phillbr02,2021,TBA,253,52,33,2,2
phillev01,2021,TBA,0,0,0,0,0
phillev01,2021,LAN,3,0,0,0,0
pillake01,2021,NYN,325,75,11,10,1
pinama01,2021,MIL,180,34,22,5,1
pindech01,2021,OAK,214,52,16,2,1
pinedmi01,2021,MIN,3,0,0,0,0
piscost01,2021,OAK,173,38,13,2,0
pivetni01,2021,BOS,2,0,0,0,0
plaweke01,2021,BOS,157,45,12,3,0
plesaza01,2021,CLE,0,0,0,0,0
plutkad01,2021,BAL,0,0,0,0,0
polangr01,2021,PIT,336,70,36,2,8
polanjo01,2021,MIN,588,158,45,5,6
polloaj01,2021,LAN,384,114,30,6,2
pomerdr01,2021,SDN,0,0,0,0,0
ponceco01,2021,PIT,6,0,0,0,0
ponceda01,2021,SLN,5,0,0,0,0
poppese01,2021,PIT,1,0,0,0,0
poppese01,2021,TBA,0,0,0,0,0
poppese01,2021,ARI,0,0,0,0,0
popza01,2021,MIA,1,0,0,0,0
poseybu01,2021,SFN,395,120,56,1,2
poteeco01,2021,MIA,10,1,0,0,0
pozoyo01,2021,TEX,74,21,3,0,0
pressry01,2021,HOU,0,0,0,0,0
priceda01,2021,LAN,15,4,0,0,1
profaju01,2021,SDN,353,80,49,6,2
pruitau01,2021,HOU,0,0,0,0,0
pruitau01,2021,MIA,0,0,0,0,0
pujolal01,2021,LAA,86,17,3,3,0
pujolal01,2021,LAN,189,48,11,2,2
pukaj01,2021,OAK,0,0,0,0,0
quackke01,2021,LAN,0,0,0,0,0
quantca01,2021,CLE,2,1,0,0,0
quijajo01,2021,LAA,0,0,0,0,0
quinnro01,2021,PHI,52,9,6,4,0
quintjo01,2021,LAA,0,0,0,0,0
quintjo01,2021,SFN,1,1,1,0,0
raineta01,2021,WAS,0,0,0,0,0
raleica01,2021,SEA,139,25,7,1,1
raleybr01,2021,HOU,0,0,0,0,0
raleylu01,2021,LAN,66,12,2,4,0
ramirer02,2021,DET,0,0,0,0,0
ramirha02,2021,CLE,339,91,14,5,3
ramirjo01,2021,CLE,552,147,72,7,5
